,name,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,developer,publisher,platforms,genres,esrb,must_play
118,Rock Band 3,Based on 57 Critic Reviews,93,Based on 170 User Ratings,8.1,Developer:           Harmonix Music Systems,Publisher: MTV Games,"['Xbox 360', 'PlayStation 3', 'Wii', 'DS']",['Rhythm'],Rated T                           for Teen,1
119,Viewtiful Joe,Based on 52 Critic Reviews,93,Based on 124 User Ratings,7.7,Developer:           Clover Studio,Publisher: Capcom,"['PlayStation 2', 'GameCube']","[""2D Beat-'Em-Up""]",Rated T                           for Teen,1
120,NBA 2K1,Based on 19 Critic Reviews,93,Based on 22 User Ratings,6.7,Developer:           Visual Concepts,Publisher: Sega,['Dreamcast'],['Basketball Sim'],Rated E                           for Everyone,1
121,Hades,Based on 61 Critic Reviews,93,"Based on 3,253 User Ratings",8.6,Developer:           Supergiant Games,Publisher: Supergiant Games,"['PC', 'Nintendo Switch', 'Xbox Series X', 'Xbox One', 'PlayStation 5', 'PlayStation 4', 'iOS (iPhone/iPad)']",['Roguelike'],Rated T                           for Teen,1
122,Resident Evil 4,Based on 133 Critic Reviews,93,"Based on 6,128 User Ratings",8.8,Developer:           Capcom,Publisher: Capcom,"['PlayStation 5', 'Xbox Series X', 'PC', 'PlayStation 4', 'iOS (iPhone/iPad)']",['Survival'],Rated M                           for Mature,1
123,Virtua Fighter 4: Evolution,Based on 30 Critic Reviews,93,Based on 51 User Ratings,8.3,Developer:           Sega,Publisher: Sega,['PlayStation 2'],['3D Fighting'],Rated T                           for Teen,1
124,Uncharted 4: A Thief's End,Based on 119 Critic Reviews,93,"Based on 17,397 User Ratings",8.8,Developer:           Naughty Dog,Publisher: Sony Interactive Entertainment,['PlayStation 4'],['Linear Action Adventure'],Rated T                           for Teen,1
125,Super Smash Bros. Ultimate,Based on 110 Critic Reviews,93,"Based on 4,640 User Ratings",8.7,Developer:           Nintendo                  Sora Ltd.,Publisher: Nintendo,['Nintendo Switch'],['2D Fighting'],Rated E +10                           for Everyone +10,1
126,Paper Mario,Based on 15 Critic Reviews,93,Based on 595 User Ratings,8.8,Developer:           Intelligent Systems,Publisher: Nintendo,['Nintendo 64'],['JRPG'],Rated E                           for Everyone,1
127,Wipeout XL,Based on 8 Critic Reviews,93,Based on 60 User Ratings,8.2,Developer:           Psygnosis,Publisher: SCEA,"['PlayStation', 'PC']",['Future Racing'],,0
128,INSIDE,Based on 92 Critic Reviews,93,"Based on 1,376 User Ratings",8.3,Developer:           PLAYDEAD,Publisher: PLAYDEAD,"['Xbox One', 'PC', 'PlayStation 4', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['2D Platformer'],Rated M                           for Mature,1
129,World of Warcraft,Based on 57 Critic Reviews,93,"Based on 3,285 User Ratings",7.5,Developer:           Blizzard Entertainment,Publisher: Blizzard Entertainment,['PC'],['MMORPG'],Rated T                           for Teen,1
130,Flipnote Studio,Based on 7 Critic Reviews,93,Based on 72 User Ratings,7.2,Developer:           Nintendo,Publisher: Nintendo,['DS'],['Application'],,0
131,World Soccer Winning Eleven 7 International,Based on 28 Critic Reviews,93,Based on 44 User Ratings,7.4,Developer:           KCET,Publisher: Konami,"['PC', 'PlayStation 2']",['Soccer Sim'],Rated E                           for Everyone,1
132,Forza Horizon 4,Based on 89 Critic Reviews,92,"Based on 2,256 User Ratings",8.4,Developer:           Playground Games,Publisher: Microsoft Game Studios,"['Xbox One', 'PC', 'Xbox Series X']",['Auto Racing Sim'],Rated E                           for Everyone,1
133,God of War III,Based on 101 Critic Reviews,92,"Based on 3,633 User Ratings",9.0,Developer:           SCE Santa Monica,Publisher: SCEA,['PlayStation 3'],['Linear Action Adventure'],Rated M                           for Mature,1
134,NFL 2K3,Based on 24 Critic Reviews,92,Based on 14 User Ratings,6.1,Developer:           Visual Concepts,Publisher: Sega,"['GameCube', 'Xbox', 'PlayStation 2']",['Football Sim'],Rated E                           for Everyone,1
135,NHL 2002,Based on 22 Critic Reviews,92,Based on 20 User Ratings,7.7,Developer:           EA Sports,Publisher: Electronic Arts,"['PC', 'PlayStation 2', 'Xbox', 'Game Boy Advance']",['Hockey Sim'],Rated E                           for Everyone,1
136,SSX Tricky,Based on 33 Critic Reviews,92,Based on 111 User Ratings,8.6,Developer:           EA Canada,Publisher: EA Sports Big,"['PlayStation 2', 'GameCube', 'Xbox', 'Game Boy Advance']",['Skiing'],Rated E                           for Everyone,1
137,Prince of Persia: The Sands of Time,Based on 44 Critic Reviews,92,Based on 559 User Ratings,8.6,Developer:           Ubisoft,Publisher: Ubisoft,"['PlayStation 2', 'Game Boy Advance', 'PC', 'Xbox', 'GameCube', 'PlayStation 3']",['Linear Action Adventure'],Rated T                           for Teen,1
138,Uncharted 3: Drake's Deception,Based on 97 Critic Reviews,92,"Based on 5,995 User Ratings",8.4,Developer:           Naughty Dog,Publisher: SCEA,['PlayStation 3'],['Linear Action Adventure'],Rated T                           for Teen,1
139,Final Fantasy VII Rebirth,Based on 151 Critic Reviews,92,"Based on 5,347 User Ratings",8.9,Developer:           Square Enix,Publisher: Square Enix,"['PlayStation 5', 'PC']",['Action RPG'],Rated T                           for Teen,1
140,Rock Band,Based on 72 Critic Reviews,92,Based on 117 User Ratings,7.8,Developer:           Harmonix Music Systems,Publisher: MTV Games,"['Xbox 360', 'PlayStation 3', 'PlayStation 2', 'iOS (iPhone/iPad)', 'Wii']",['Rhythm'],Rated T                           for Teen,1
141,Super Mario Bros. Wonder,Based on 135 Critic Reviews,92,"Based on 2,485 User Ratings",9.0,Developer:           Nintendo,Publisher: Nintendo,['Nintendo Switch'],['2D Platformer'],Rated E                           for Everyone,1
142,Xenoblade Chronicles 3: Expansion Pass Wave 4 - Future Redeemed,Based on 14 Critic Reviews,92,Based on 478 User Ratings,8.8,Developer:           Monolith Soft,Publisher: Nintendo,['Nintendo Switch'],['Action RPG'],Rated T                           for Teen,0
143,Bloodborne,Based on 100 Critic Reviews,92,"Based on 13,045 User Ratings",8.9,Developer:           From Software,Publisher: SCEA,['PlayStation 4'],['Action RPG'],Rated M                           for Mature,1
144,Eternal Darkness: Sanity's Requiem,Based on 41 Critic Reviews,92,Based on 241 User Ratings,8.7,Developer:           Silicon Knights,Publisher: Nintendo,['GameCube'],['Survival'],Rated M                           for Mature,1
145,Warcraft III: Reign of Chaos,Based on 40 Critic Reviews,92,"Based on 2,633 User Ratings",9.2,Developer:           Blizzard Entertainment,Publisher: Blizzard Entertainment,['PC'],['Real-Time Strategy'],Rated T                           for Teen,1
146,Banjo-Kazooie,Based on 19 Critic Reviews,92,Based on 695 User Ratings,9.1,Developer:           Rare Ltd.,Publisher: Nintendo,"['Nintendo 64', 'Xbox 360']",['3D Platformer'],Rated E                           for Everyone,1
147,Sid Meier's Gettysburg!,Based on 7 Critic Reviews,92,Based on 37 User Ratings,6.8,Developer:           Firaxis Games,Publisher: Electronic Arts,['PC'],['Real-Time Strategy'],,0
148,The Sims,Based on 38 Critic Reviews,92,Based on 881 User Ratings,8.0,Developer:           Maxis,Publisher: Maxis,"['PlayStation 2', 'GameCube', 'Xbox', 'PC']",['Virtual Life'],Rated T                           for Teen,1
149,Celeste,Based on 37 Critic Reviews,92,"Based on 1,876 User Ratings",8.7,Developer:           Maddy Makes Games,Publisher: Maddy Makes Games,"['PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",['2D Platformer'],Rated E +10                           for Everyone +10,1
150,Forza Motorsport (2005),Based on 73 Critic Reviews,92,Based on 92 User Ratings,8.3,Developer:           Microsoft Game Studios,Publisher: Microsoft Game Studios,['Xbox'],['Auto Racing Sim'],Rated E                           for Everyone,1
151,Forza Horizon 5,Based on 110 Critic Reviews,92,"Based on 4,868 User Ratings",8.2,Developer:           Playground Games,Publisher: Xbox Game Studios,"['PC', 'Xbox Series X', 'Xbox One']",['Auto Racing Sim'],Rated E                           for Everyone,1
152,Advance Wars,Based on 28 Critic Reviews,92,Based on 160 User Ratings,8.7,Developer:           Intelligent Systems,Publisher: Nintendo,['Game Boy Advance'],['Turn-Based Tactics'],Rated E                           for Everyone,1
153,Vagrant Story,Based on 19 Critic Reviews,92,Based on 251 User Ratings,8.8,Developer:           SquareSoft,Publisher: Square EA,['PlayStation'],['Action RPG'],Rated T                           for Teen,1
154,Team Fortress 2,Based on 17 Critic Reviews,92,"Based on 4,698 User Ratings",8.6,Developer:           Valve Software,Publisher: Valve Software,['PC'],['Tactical FPS'],Rated M                           for Mature,1
155,System Shock 2,Based on 20 Critic Reviews,92,Based on 690 User Ratings,9.0,Developer:           Irrational Games                  Looking Glass Studios,Publisher: Looking Glass Studios,"['PC', 'Dreamcast']",['Survival'],Rated M                           for Mature,1
156,Final Fantasy XII,Based on 64 Critic Reviews,92,"Based on 1,261 User Ratings",7.5,Developer:           Square Enix,Publisher: Square Enix,['PlayStation 2'],['JRPG'],Rated T                           for Teen,1
157,The Witcher 3: Wild Hunt,Based on 80 Critic Reviews,92,"Based on 16,424 User Ratings",9.1,Developer:           CD Projekt Red Studio,Publisher: Warner Bros. Interactive Entertainment,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",['Action RPG'],Rated M                           for Mature,1
158,Super Mario World: Super Mario Advance 2,Based on 28 Critic Reviews,92,Based on 406 User Ratings,8.9,Developer:           Nintendo,Publisher: Nintendo,['Game Boy Advance'],['2D Platformer'],Rated E                           for Everyone,1
159,ESPN NFL 2K5,Based on 42 Critic Reviews,92,Based on 74 User Ratings,6.8,Developer:           Visual Concepts,Publisher: Sega,"['Xbox', 'PlayStation 2']",['Football Sim'],Rated E                           for Everyone,1
160,Super Smash Bros. Melee,Based on 38 Critic Reviews,92,"Based on 1,023 User Ratings",9.0,Developer:           HAL Labs,Publisher: Nintendo,['GameCube'],['2D Fighting'],Rated T                           for Teen,1
161,Virtua Tennis,Based on 23 Critic Reviews,92,Based on 24 User Ratings,8.6,Developer:           Hitmaker,Publisher: Sega,"['Dreamcast', 'PC', 'Game Boy Advance']",['Tennis'],Rated E                           for Everyone,1
162,Rome: Total War,Based on 58 Critic Reviews,92,"Based on 1,448 User Ratings",9.0,Developer:           Creative Assembly,Publisher: Activision,"['iOS (iPhone/iPad)', 'PC']",['Real-Time Strategy'],Rated T                           for Teen,1
163,Forza Motorsport 3,Based on 90 Critic Reviews,92,Based on 470 User Ratings,8.2,Developer:           Turn 10,Publisher: Microsoft Game Studios,['Xbox 360'],['Auto Racing Sim'],Rated E                           for Everyone,1
164,Demon's Souls,Based on 106 Critic Reviews,92,"Based on 4,251 User Ratings",8.4,Developer:           Bluepoint Games                  JapanStudio,Publisher: Sony Interactive Entertainment,['PlayStation 5'],['Action RPG'],Rated M                           for Mature,1
165,Street Fighter 6,Based on 99 Critic Reviews,92,Based on 947 User Ratings,7.5,Developer:           Capcom,Publisher: Capcom,"['PlayStation 5', 'Xbox Series X', 'PlayStation 4', 'PC']",['2D Fighting'],Rated T                           for Teen,1
166,Undertale,Based on 44 Critic Reviews,92,"Based on 6,501 User Ratings",8.6,Developer:           tobyfox,Publisher: tobyfox,"['PC', 'PlayStation 4', 'PlayStation Vita', 'Nintendo Switch', 'Xbox One', 'Xbox Series X']",['JRPG'],,1
167,Batman: Arkham Asylum,Based on 78 Critic Reviews,92,"Based on 2,154 User Ratings",8.6,Developer:           Rocksteady Studios,Publisher: Eidos Interactive,"['PC', 'Xbox 360', 'PlayStation 3', 'Nintendo Switch', 'DS']",['Action Adventure'],Rated T                           for Teen,1
168,Super Mario Sunshine,Based on 61 Critic Reviews,92,"Based on 1,215 User Ratings",8.3,Developer:           Nintendo,Publisher: Nintendo,['GameCube'],['3D Platformer'],Rated E                           for Everyone,1
169,Tony Hawk's Pro Skater,Based on 18 Critic Reviews,92,Based on 129 User Ratings,8.1,Developer:           Neversoft Entertainment,Publisher: Activision,"['Dreamcast', 'PlayStation', 'Nintendo 64']",['Skating'],Rated T                           for Teen,1
170,Thief: The Dark Project,Based on 18 Critic Reviews,92,Based on 473 User Ratings,8.8,Developer:           Looking Glass Studios,Publisher: Eidos Interactive,['PC'],['Action Adventure'],Rated M                           for Mature,1
171,Fire Emblem: Awakening,Based on 72 Critic Reviews,92,"Based on 1,738 User Ratings",9.0,Developer:           Intelligent Systems,Publisher: Nintendo,['3DS'],['Turn-Based Tactics'],Rated T                           for Teen,1
172,Age of Empires II: The Age of Kings,Based on 21 Critic Reviews,92,"Based on 1,538 User Ratings",9.0,Developer:           Ensemble Studios,Publisher: Microsoft Game Studios,"['PlayStation 2', 'PC']",['Command RTS'],Rated T                           for Teen,1
173,Final Fantasy X,Based on 53 Critic Reviews,92,"Based on 1,945 User Ratings",8.9,Developer:           SquareSoft,Publisher: Square EA,"['PlayStation 2', 'PlayStation Vita']",['JRPG'],Rated T                           for Teen,1
174,Sid Meier's Alpha Centauri,Based on 19 Critic Reviews,92,Based on 249 User Ratings,8.6,Developer:           Firaxis Games,Publisher: Electronic Arts,['PC'],['4X Strategy'],Rated E                           for Everyone,1
175,Wave Race 64,Based on 13 Critic Reviews,92,Based on 136 User Ratings,8.3,Developer:           Nintendo,Publisher: Nintendo,['Nintendo 64'],['Arcade Racing'],,0
176,Divinity: Original Sin II - Definitive Edition,Based on 46 Critic Reviews,92,Based on 794 User Ratings,8.3,Developer:           Larian Studios Games,Publisher: Larian Studios Games,"['Xbox One', 'PlayStation 4', 'PC', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['Western RPG'],Rated M                           for Mature,1
177,Galactic Civilizations II: Twilight of the Arnor,Based on 19 Critic Reviews,92,Based on 123 User Ratings,8.3,Developer:           Stardock,Publisher: Stardock,['PC'],['4X Strategy'],,1
178,Super Smash Bros. for Nintendo 3DS / Wii U,Based on 77 Critic Reviews,92,"Based on 2,252 User Ratings",8.8,Developer:           Bandai Namco Games,Publisher: Nintendo,"['3DS', 'Wii U']",['2D Fighting'],Rated E +10                           for Everyone +10,1
179,Guitar Hero II,Based on 69 Critic Reviews,92,Based on 165 User Ratings,8.2,Developer:           Harmonix Music Systems,Publisher: RedOctane,"['PlayStation 2', 'Xbox 360']",['Rhythm'],Rated T                           for Teen,1
180,Final Fantasy VII,Based on 20 Critic Reviews,92,"Based on 2,636 User Ratings",8.9,Developer:           SquareSoft,Publisher: SCEA,"['PlayStation', 'PC', 'PlayStation 4', 'iOS (iPhone/iPad)', 'Nintendo Switch', 'Xbox One']",['JRPG'],Rated T                           for Teen,1
181,Chrono Trigger,Based on 57 Critic Reviews,92,Based on 918 User Ratings,9.2,Developer:           TOSE,Publisher: Square Enix,"['PlayStation', 'DS', 'iOS (iPhone/iPad)', 'PC']",['JRPG'],Rated E +10                           for Everyone +10,1
182,Final Fantasy XIV: Endwalker,Based on 30 Critic Reviews,92,"Based on 1,667 User Ratings",9.0,Developer:           Creative Business Unit III,Publisher: Square Enix,"['PC', 'PlayStation 4', 'PlayStation 5']",['MMORPG'],Rated T                           for Teen,1
183,Journey,Based on 78 Critic Reviews,92,"Based on 1,913 User Ratings",8.7,Developer:           ThatGameCompany,Publisher: SCEA,"['PlayStation 3', 'PlayStation 4', 'PC', 'iOS (iPhone/iPad)']",['3D Platformer'],Rated E                           for Everyone,1
